source,target,weight
Algeria,Dominican Republic,3
Algeria,Virgin Islands,3
Algeria,Finland,4
Algeria,Norway,5
Algeria,Ethiopia,4
Algeria,Comoros,2
Algeria,Uganda,6
Algeria,Azerbaijan,4
Algeria,Indonesia,5
Algeria,Bangladesh,3
Algeria,Laos,1
Algeria,Bermuda,1
Algeria,Saudi Arabia,6
Algeria,Mongolia,1
Algeria,Cuba,2
Algeria,Burkina Faso,3
Algeria,Zimbabwe,5
Algeria,Kuwait,6
Algeria,Sri Lanka,4
Algeria,Macedonia,1
Algeria,Central African Republic,1
Algeria,Turks and Caicos Islands,1
Algeria,Chad,2
Algeria,Cameroon,3
Algeria,Tanzania,5
Algeria,Tajikistan,1
Algeria,Somalia,1
Algeria,Lithuania,2
Algeria,Tunisia,4
Algeria,Moldova,1
Algeria,Taiwan,3
Algeria,Jamaica,3
Algeria,Cambodia,1
Algeria,Barbados,1
Algeria,Hungary,5
Algeria,Philippines,4
Algeria,Turkey,6
Algeria,Russia,6
Algeria,Namibia,1
Algeria,South Africa,6
Algeria,Pakistan,4
Algeria,Haiti,1
Algeria,Argentina,6
Algeria,Vietnam,4
Algeria,Brazil,6
Algeria,Czech Republic,5
Algeria,Ireland,5
Algeria,Djibouti,3
Algeria,Jersey,2
Algeria,Mauritania,2
Algeria,Thailand,6
Algeria,Switzerland,6
Algeria,Honduras,1
Algeria,Sierra Leone,3
Algeria,Kenya,6
Algeria,Colombia,1
Algeria,China,6
Algeria,Germany,6
Algeria,Uzbekistan,1
Algeria,Guatemala,2
Algeria,Mozambique,1
Algeria,Ukraine,5
Algeria,Rwanda,4
Algeria,Hong Kong,6
Algeria,Qatar,6
Algeria,Italy,6
Algeria,South Korea,6
Algeria,Estonia,2
Algeria,Saint Kitts and Nevis,1
Algeria,Netherlands,5
Algeria,Burma,1
Algeria,Costa Rica,3
Algeria,Saint Lucia,2
Algeria,Armenia,1
Algeria,Yemen,1
Algeria,Senegal,3
Algeria,Malaysia,5
Algeria,Bosnia and Herzegovina,1
Algeria,Seychelles,1
Algeria,Sweden,6
Algeria,Puerto Rico,2
Algeria,Georgia,4
Algeria,Morocco,6
Algeria,Japan,6
Algeria,South Sudan,1
Algeria,Bulgaria,4
Algeria,Burundi,1
Algeria,Singapore,6
Algeria,Australia,6
Algeria,Austria,6
Algeria,Angola,4
Algeria,Netherlands Antilles,2
Algeria,Latvia,3
Algeria,Ecuador,2
Algeria,Malta,4
Algeria,Bahamas,2
Algeria,Iraq,3
Algeria,Egypt,6
Algeria,Iran,3
Algeria,India,6
Algeria,Turkmenistan,1
Algeria,Denmark,6
Algeria,Chile,2
Algeria,Guinea,1
Algeria,Equatorial Guinea,3
Algeria,Madagascar,1
Algeria,Ghana,4
Algeria,Grenada,1
Algeria,Kyrgyzstan,1
Algeria,Congo (Kinshasa),3
Algeria,Reunion,1
Algeria,Niger,3
Algeria,Trinidad and Tobago,1
Algeria,Albania,2
Algeria,Kazakhstan,3
Algeria,Serbia,3
Algeria,Antigua and Barbuda,1
Algeria,Mayotte,2
Algeria,New Zealand,1
Algeria,Oman,6
Algeria,Gibraltar,1
Algeria,Libya,3
Algeria,Aruba,1
Jordan,Cyprus,6
Jordan,French Polynesia,2
Jordan,Belgium,5
Jordan,Slovenia,2
Jordan,French Guiana,1
Jordan,Romania,5
Jordan,Portugal,5
Jordan,Martinique,1
Jordan,Canada,6
Jordan,Isle of Man,1
Jordan,Peru,1
Jordan,Croatia,4
Jordan,Liberia,2
Jordan,Zambia,3
Jordan,Gabon,2
Jordan,Vanuatu,1
Jordan,Luxembourg,3
Jordan,Togo,1
Jordan,Montenegro,1
Jordan,Uruguay,1
Jordan,Benin,1
Jordan,United Arab Emirates,7
Jordan,Cayman Islands,1
Jordan,Poland,6
Jordan,Guadeloupe,1
Jordan,Palau,1
Jordan,Congo (Brazzaville),1
Jordan,Mauritius,3
Jordan,Maldives,5
Jordan,Panama,1
Jordan,Greece,6
Jordan,Israel,3
Jordan,Nepal,3
Jordan,Mexico,3
Jordan,Afghanistan,2
Jordan,Malawi,1
Jordan,Mali,1
Jordan,Sudan,4
Jordan,Dominican Republic,2
Jordan,Virgin Islands,2
Jordan,Finland,3
Jordan,Norway,4
Jordan,Ethiopia,3
Jordan,Comoros,1
Jordan,Uganda,5
Jordan,Azerbaijan,4
Jordan,Indonesia,6
Jordan,Bangladesh,4
Jordan,Laos,2
Jordan,Bermuda,1
Jordan,Saudi Arabia,7
Jordan,Mongolia,1
Jordan,Burkina Faso,2
Jordan,Cuba,1
Jordan,Zimbabwe,4
Jordan,Kuwait,6
Jordan,Sri Lanka,5
Jordan,Macedonia,1
Jordan,Central African Republic,1
Jordan,Turks and Caicos Islands,1
Jordan,Chad,2
Jordan,Cameroon,2
Jordan,Tanzania,4
Jordan,Tajikistan,1
Jordan,Somalia,1
Jordan,Lithuania,2
Jordan,Tunisia,4
Jordan,Moldova,1
Jordan,Taiwan,2
Jordan,Jamaica,2
Jordan,Cambodia,1
Jordan,Barbados,1
Jordan,Hungary,5
Jordan,Philippines,5
Jordan,Turkey,7
Jordan,Russia,6
Jordan,Namibia,1
Jordan,South Africa,7
Jordan,Pakistan,4
Jordan,Haiti,1
Jordan,Argentina,5
Jordan,Vietnam,6
Jordan,Czech Republic,5
Jordan,Brazil,6
Jordan,Ireland,6
Jordan,Djibouti,2
Jordan,Jersey,2
Jordan,Mauritania,2
Jordan,Thailand,7
Jordan,Switzerland,7
Jordan,Papua New Guinea,1
Jordan,Sierra Leone,2
Jordan,Kenya,7
Jordan,Colombia,1
Jordan,Germany,7
Jordan,China,7
Jordan,Uzbekistan,1
Jordan,Guatemala,2
Jordan,Mozambique,1
Jordan,Ukraine,4
Jordan,Rwanda,3
Jordan,Hong Kong,7
Jordan,South Korea,7
Jordan,Italy,6
Jordan,Qatar,6
Jordan,Estonia,1
Jordan,Saint Kitts and Nevis,1
Jordan,Netherlands,5
Jordan,Burma,2
Jordan,Costa Rica,2
Jordan,Saint Lucia,2
Jordan,Armenia,1
Jordan,Yemen,1
Jordan,Senegal,3
Jordan,Malaysia,6
Jordan,Fiji,1
Jordan,Bosnia and Herzegovina,1
Jordan,Seychelles,2
Jordan,Sweden,7
Jordan,Puerto Rico,1
Jordan,Georgia,3
Jordan,Morocco,6
Jordan,Japan,7
Jordan,South Sudan,1
Jordan,Bulgaria,4
Jordan,Singapore,7
Jordan,Australia,7
Jordan,Austria,5
Jordan,Angola,3
Jordan,Netherlands Antilles,1
Jordan,Latvia,2
Jordan,Malta,4
Jordan,Bahamas,2
Jordan,Ecuador,1
Jordan,Iraq,4
Jordan,Egypt,6
Jordan,Iran,4
Jordan,India,6
Jordan,Turkmenistan,1
Jordan,Denmark,6
Jordan,Chile,2
Jordan,Guinea,1
Jordan,Equatorial Guinea,2
Jordan,Madagascar,1
Jordan,Ghana,3
Jordan,Grenada,1
Jordan,Kyrgyzstan,1
Jordan,Congo (Kinshasa),2
Jordan,Reunion,1
Jordan,Niger,2
Jordan,Trinidad and Tobago,1
Jordan,New Caledonia,1
Jordan,Albania,2
Jordan,East Timor,1
Jordan,Kazakhstan,3
Jordan,Serbia,4
Jordan,Antigua and Barbuda,1
Jordan,Mayotte,1
Jordan,New Zealand,2
Jordan,Oman,7
Jordan,Gibraltar,1
Jordan,Libya,3
Netherlands,Cyprus,6
Netherlands,French Polynesia,1
Netherlands,Belgium,5
Netherlands,Slovenia,2
Netherlands,French Guiana,1
Netherlands,Romania,5
Netherlands,Portugal,6
Netherlands,Martinique,1
Netherlands,Canada,7
Netherlands,Peru,2
Netherlands,Isle of Man,1
Netherlands,Croatia,3
Netherlands,Liberia,3
Netherlands,Zambia,4
Netherlands,Gabon,2
Netherlands,Luxembourg,4
Netherlands,Togo,1
Netherlands,Montenegro,1
Netherlands,Uruguay,2
Netherlands,Benin,1
Netherlands,Suriname,1
Netherlands,United Arab Emirates,8
Netherlands,Cayman Islands,1
Netherlands,Poland,5
Netherlands,Guadeloupe,1
Netherlands,Palau,1
Netherlands,Congo (Brazzaville),2
Netherlands,Mauritius,3
Netherlands,Panama,2
Netherlands,Maldives,6
Netherlands,Greece,7
Netherlands,Israel,4
Netherlands,Nepal,4
Netherlands,Mexico,3
Netherlands,Afghanistan,2
Netherlands,Malawi,2
Netherlands,Mali,1
Netherlands,Sudan,3
Netherlands,Dominican Republic,3
Netherlands,Virgin Islands,3
Netherlands,Finland,4
Netherlands,Norway,4
Netherlands,Ethiopia,4
Netherlands,Comoros,2
Netherlands,Uganda,5
Netherlands,Azerbaijan,3
Netherlands,Indonesia,7
Netherlands,Bangladesh,5
Netherlands,Laos,2
Netherlands,Bermuda,1
Netherlands,Saudi Arabia,8
Netherlands,Mongolia,1
Netherlands,Cuba,2
Netherlands,Burkina Faso,3
Netherlands,Zimbabwe,5
Netherlands,Kuwait,6
Netherlands,Sri Lanka,6
Netherlands,Macedonia,1
Netherlands,Central African Republic,1
Netherlands,Turks and Caicos Islands,1
Netherlands,Chad,2
Netherlands,Cameroon,3
Netherlands,Tanzania,4
Netherlands,Tajikistan,1
Netherlands,Somalia,1
Netherlands,Lithuania,2
Netherlands,Tunisia,3
Netherlands,Moldova,1
Netherlands,Taiwan,5
Netherlands,Jamaica,3
Netherlands,Cambodia,2
Netherlands,Barbados,1
Netherlands,Hungary,5
Netherlands,Philippines,6
Netherlands,Turkey,7
Netherlands,Russia,8
Netherlands,Namibia,1
Netherlands,South Africa,8
Netherlands,Pakistan,5
Netherlands,Haiti,1
Netherlands,Argentina,5
Netherlands,Vietnam,6
Netherlands,Brazil,7
Netherlands,Czech Republic,5
Netherlands,Ireland,6
Netherlands,Djibouti,3
Netherlands,Jersey,2
Netherlands,Mauritania,2
Netherlands,Thailand,8
Netherlands,Switzerland,8
Netherlands,Honduras,1
Netherlands,Sierra Leone,3
Netherlands,Kenya,6
Netherlands,Colombia,1
Netherlands,China,8
Netherlands,Germany,8
Netherlands,Uzbekistan,1
Netherlands,Guatemala,2
Netherlands,Ukraine,5
Netherlands,Rwanda,3
Netherlands,Hong Kong,8
Netherlands,Qatar,7
Netherlands,Italy,8
Netherlands,South Korea,8
Netherlands,Estonia,2
Netherlands,Saint Kitts and Nevis,1
Netherlands,Burma,2
Netherlands,Costa Rica,3
Netherlands,Saint Lucia,2
Netherlands,Armenia,1
Netherlands,Yemen,1
Netherlands,Senegal,3
Netherlands,Malaysia,7
Netherlands,Bosnia and Herzegovina,1
Netherlands,Fiji,1
Netherlands,Seychelles,2
Netherlands,Sweden,6
Netherlands,Puerto Rico,2
Netherlands,Georgia,3
Netherlands,Morocco,6
Netherlands,Japan,8
Netherlands,South Sudan,1
Netherlands,Bulgaria,3
Netherlands,Burundi,1
Netherlands,Singapore,8
Netherlands,Australia,8
Netherlands,Austria,5
Netherlands,Angola,4
Netherlands,Netherlands Antilles,2
Netherlands,Latvia,3
Netherlands,Ecuador,2
Netherlands,Malta,4
Netherlands,Bahamas,2
Netherlands,Iraq,3
Netherlands,Egypt,7
Netherlands,Iran,3
Netherlands,India,8
Netherlands,Turkmenistan,1
Netherlands,Denmark,6
Netherlands,Brunei,1
Netherlands,Chile,2
Netherlands,Guinea,1
Netherlands,Equatorial Guinea,3
Netherlands,Madagascar,1
Netherlands,Ghana,4
Netherlands,Grenada,1
Netherlands,Kyrgyzstan,1
Netherlands,Congo (Kinshasa),3
Netherlands,Reunion,1
Netherlands,Niger,3
Netherlands,Trinidad and Tobago,1
Netherlands,Albania,2
Netherlands,Kazakhstan,4
Netherlands,Serbia,3
Netherlands,Antigua and Barbuda,1
Netherlands,Mayotte,2
Netherlands,New Zealand,2
Netherlands,Oman,6
Netherlands,Gibraltar,1
Netherlands,Libya,3
Netherlands,Aruba,1
Belgium,Cyprus,6
Belgium,French Polynesia,1
Belgium,Slovenia,2
Belgium,French Guiana,1
Belgium,Romania,6
Belgium,Portugal,5
Belgium,Martinique,1
Belgium,Canada,6
Belgium,Peru,2
Belgium,Isle of Man,1
Belgium,Croatia,4
Belgium,Liberia,3
Belgium,Zambia,3
Belgium,Gabon,2
Belgium,Luxembourg,4
Belgium,Togo,1
Belgium,Montenegro,1
Belgium,Uruguay,2
Belgium,Benin,1
Belgium,Suriname,1
Belgium,United Arab Emirates,6
Belgium,Cayman Islands,1
Belgium,Poland,5
Belgium,Guadeloupe,1
Belgium,Palau,1
Belgium,Congo (Brazzaville),2
Belgium,Mauritius,2
Belgium,Panama,2
Belgium,Maldives,4
Belgium,Greece,6
Belgium,Israel,4
Belgium,Nepal,3
Belgium,Mexico,4
Belgium,Afghanistan,1
Belgium,Malawi,2
Belgium,Mali,1
Belgium,Sudan,3
Belgium,Dominican Republic,3
Belgium,Virgin Islands,3
Belgium,Finland,4
Belgium,Norway,5
Belgium,Ethiopia,3
Belgium,Comoros,2
Belgium,Uganda,5
Belgium,Azerbaijan,4
Belgium,Indonesia,5
Belgium,Bangladesh,3
Belgium,Laos,2
Belgium,Bermuda,1
Belgium,Saudi Arabia,6
Belgium,Mongolia,1
Belgium,Cuba,2
Belgium,Burkina Faso,3
Belgium,Zimbabwe,4
Belgium,Kuwait,6
Belgium,Sri Lanka,4
Belgium,Macedonia,1
Belgium,Central African Republic,1
Belgium,Turks and Caicos Islands,1
Belgium,Chad,2
Belgium,Cameroon,3
Belgium,Tanzania,4
Belgium,Tajikistan,1
Belgium,Somalia,1
Belgium,Lithuania,2
Belgium,Tunisia,3
Belgium,Moldova,1
Belgium,Taiwan,2
Belgium,Jamaica,3
Belgium,Cambodia,1
Belgium,Barbados,1
Belgium,Hungary,6
Belgium,Philippines,4
Belgium,Turkey,6
Belgium,Russia,6
Belgium,Namibia,1
Belgium,South Africa,6
Belgium,Pakistan,4
Belgium,Haiti,1
Belgium,Argentina,5
Belgium,Vietnam,4
Belgium,Brazil,6
Belgium,Czech Republic,4
Belgium,Ireland,5
Belgium,Djibouti,3
Belgium,Jersey,2
Belgium,Mauritania,2
Belgium,Thailand,6
Belgium,Switzerland,6
Belgium,Honduras,1
Belgium,Sierra Leone,3
Belgium,Kenya,6
Belgium,Colombia,1
Belgium,China,6
Belgium,Germany,6
Belgium,Uzbekistan,1
Belgium,Guatemala,2
Belgium,Mozambique,1
Belgium,Ukraine,4
Belgium,Rwanda,4
Belgium,Hong Kong,6
Belgium,Qatar,6
Belgium,Italy,6
Belgium,South Korea,6
Belgium,Estonia,2
Belgium,Saint Kitts and Nevis,1
Belgium,Burma,2
Belgium,Costa Rica,3
Belgium,Saint Lucia,2
Belgium,Armenia,1
Belgium,Yemen,1
Belgium,Senegal,2
Belgium,Malaysia,5
Belgium,Bosnia and Herzegovina,1
Belgium,Seychelles,1
Belgium,Sweden,6
Belgium,Puerto Rico,2
Belgium,Georgia,4
Belgium,Morocco,6
Belgium,Japan,6
Belgium,South Sudan,1
Belgium,Bulgaria,4
Belgium,Burundi,1
Belgium,Singapore,6
Belgium,Australia,6
Belgium,Austria,5
Belgium,Angola,3
Belgium,Netherlands Antilles,2
Belgium,Latvia,3
Belgium,Ecuador,2
Belgium,Malta,3
Belgium,Bahamas,2
Belgium,Iraq,3
Belgium,Egypt,6
Belgium,Iran,3
Belgium,India,6
Belgium,Turkmenistan,1
Belgium,Denmark,5
Belgium,Chile,2
Belgium,Guinea,1
Belgium,Equatorial Guinea,3
Belgium,Madagascar,1
Belgium,Ghana,3
Belgium,Grenada,1
Belgium,Kyrgyzstan,1
Belgium,Congo (Kinshasa),3
Belgium,Reunion,1
Belgium,Niger,3
Belgium,Trinidad and Tobago,1
Belgium,Albania,2
Belgium,Kazakhstan,4
Belgium,Serbia,4
Belgium,Antigua and Barbuda,1
Belgium,Mayotte,2
Belgium,Oman,6
Belgium,Gibraltar,1
Belgium,Libya,2
Belgium,Aruba,1
Sweden,Cyprus,7
Sweden,French Polynesia,2
Sweden,Slovenia,2
Sweden,French Guiana,1
Sweden,Romania,6
Sweden,Portugal,6
Sweden,Martinique,1
Sweden,Canada,7
Sweden,Peru,2
Sweden,Isle of Man,1
Sweden,Croatia,4
Sweden,Liberia,3
Sweden,Zambia,4
Sweden,Gabon,2
Sweden,Vanuatu,1
Sweden,Luxembourg,4
Sweden,Togo,1
Sweden,Montenegro,1
Sweden,Uruguay,2
Sweden,Benin,1
Sweden,Suriname,1
Sweden,United Arab Emirates,8
Sweden,Cayman Islands,1
Sweden,Poland,7
Sweden,Guadeloupe,1
Sweden,Palau,1
Sweden,Congo (Brazzaville),2
Sweden,Mauritius,3
Sweden,Panama,2
Sweden,Maldives,5
Sweden,Greece,7
Sweden,Israel,4
Sweden,Nepal,3
Sweden,Mexico,4
Sweden,Afghanistan,2
Sweden,Malawi,2
Sweden,Mali,1
Sweden,Sudan,4
Sweden,Dominican Republic,3
Sweden,Virgin Islands,3
Sweden,Finland,4
Sweden,Norway,5
Sweden,Ethiopia,4
Sweden,Comoros,2
Sweden,Uganda,6
Sweden,Azerbaijan,4
Sweden,Indonesia,7
Sweden,Bangladesh,4
Sweden,Laos,2
Sweden,Bermuda,1
Sweden,Saudi Arabia,8
Sweden,Mongolia,1
Sweden,Cuba,2
Sweden,Burkina Faso,3
Sweden,Zimbabwe,5
Sweden,Kuwait,7
Sweden,Sri Lanka,5
Sweden,Macedonia,1
Sweden,Central African Republic,1
Sweden,Turks and Caicos Islands,1
Sweden,Chad,2
Sweden,Cameroon,3
Sweden,Tanzania,5
Sweden,Tajikistan,1
Sweden,Somalia,1
Sweden,Lithuania,2
Sweden,Tunisia,4
Sweden,Moldova,1
Sweden,Taiwan,3
Sweden,Jamaica,3
Sweden,Cambodia,1
Sweden,Barbados,1
Sweden,Hungary,6
Sweden,Philippines,6
Sweden,Turkey,8
Sweden,Russia,7
Sweden,Namibia,1
Sweden,South Africa,8
Sweden,Pakistan,5
Sweden,Haiti,1
Sweden,Argentina,6
Sweden,Vietnam,6
Sweden,Czech Republic,6
Sweden,Brazil,7
Sweden,Ireland,7
Sweden,Djibouti,3
Sweden,Jersey,2
Sweden,Mauritania,2
Sweden,Thailand,8
Sweden,Switzerland,8
Sweden,Papua New Guinea,1
Sweden,Honduras,1
Sweden,Sierra Leone,3
Sweden,Kenya,8
Sweden,Colombia,1
Sweden,Germany,8
Sweden,China,8
Sweden,Uzbekistan,1
Sweden,Guatemala,2
Sweden,Mozambique,1
Sweden,Ukraine,5
Sweden,Rwanda,4
Sweden,Hong Kong,8
Sweden,South Korea,8
Sweden,Italy,7
Sweden,Qatar,7
Sweden,Estonia,2
Sweden,Saint Kitts and Nevis,1
Sweden,Burma,2
Sweden,Costa Rica,3
Sweden,Saint Lucia,2
Sweden,Armenia,1
Sweden,Yemen,1
Sweden,Senegal,3
Sweden,Malaysia,7
Sweden,Fiji,1
Sweden,Bosnia and Herzegovina,1
Sweden,Seychelles,2
Sweden,Puerto Rico,2
Sweden,Georgia,4
Sweden,Morocco,7
Sweden,Japan,8
Sweden,South Sudan,1
Sweden,Bulgaria,4
Sweden,Burundi,1
Sweden,Singapore,8
Sweden,Australia,8
Sweden,Austria,6
Sweden,Angola,4
Sweden,Netherlands Antilles,2
Sweden,Latvia,3
Sweden,Ecuador,2
Sweden,Malta,4
Sweden,Bahamas,2
Sweden,Iraq,4
Sweden,Egypt,7
Sweden,Iran,4
Sweden,India,7
Sweden,Turkmenistan,1
Sweden,Denmark,7
Sweden,Chile,3
Sweden,Guinea,1
Sweden,Equatorial Guinea,3
Sweden,Madagascar,1
Sweden,Ghana,4
Sweden,Grenada,1
Sweden,Kyrgyzstan,1
Sweden,Congo (Kinshasa),3
Sweden,Reunion,1
Sweden,Niger,3
Sweden,Trinidad and Tobago,1
Sweden,New Caledonia,1
Sweden,Albania,2
Sweden,East Timor,1
Sweden,Kazakhstan,4
Sweden,Serbia,4
Sweden,Antigua and Barbuda,1
Sweden,Mayotte,2
Sweden,New Zealand,2
Sweden,Oman,8
Sweden,Gibraltar,1
Sweden,Libya,3
Sweden,Aruba,1
Greece,Cyprus,7
Greece,French Polynesia,1
Greece,Slovenia,2
Greece,French Guiana,1
Greece,Romania,6
Greece,Portugal,6
Greece,Martinique,1
Greece,Canada,8
Greece,Peru,2
Greece,Isle of Man,1
Greece,Croatia,4
Greece,Liberia,3
Greece,Zambia,4
Greece,Gabon,2
Greece,Luxembourg,4
Greece,Togo,1
Greece,Montenegro,1
Greece,Uruguay,2
Greece,Benin,1
Greece,Suriname,1
Greece,United Arab Emirates,8
Greece,Cayman Islands,1
Greece,Poland,6
Greece,Guadeloupe,1
Greece,Palau,1
Greece,Congo (Brazzaville),2
Greece,Mauritius,3
Greece,Panama,2
Greece,Maldives,6
Greece,Israel,4
Greece,Nepal,4
Greece,Mexico,4
Greece,Afghanistan,2
Greece,Malawi,2
Greece,Mali,1
Greece,Sudan,4
Greece,Dominican Republic,3
Greece,Virgin Islands,3
Greece,Finland,4
Greece,Norway,5
Greece,Ethiopia,4
Greece,Comoros,2
Greece,Uganda,6
Greece,Azerbaijan,4
Greece,Indonesia,7
Greece,Bangladesh,5
Greece,Laos,2
Greece,Bermuda,1
Greece,Saudi Arabia,8
Greece,Mongolia,1
Greece,Cuba,2
Greece,Burkina Faso,3
Greece,Zimbabwe,5
Greece,Kuwait,7
Greece,Sri Lanka,6
Greece,Macedonia,1
Greece,Central African Republic,1
Greece,Turks and Caicos Islands,1
Greece,Chad,2
Greece,Cameroon,3
Greece,Tanzania,5
Greece,Tajikistan,1
Greece,Somalia,1
Greece,Lithuania,2
Greece,Tunisia,4
Greece,Moldova,1
Greece,Taiwan,4
Greece,Jamaica,3
Greece,Cambodia,1
Greece,Barbados,1
Greece,Hungary,6
Greece,Philippines,6
Greece,Turkey,7
Greece,Russia,8
Greece,Namibia,1
Greece,South Africa,8
Greece,Pakistan,6
Greece,Haiti,1
Greece,Argentina,6
Greece,Vietnam,6
Greece,Brazil,7
Greece,Czech Republic,5
Greece,Ireland,6
Greece,Djibouti,3
Greece,Jersey,2
Greece,Mauritania,2
Greece,Thailand,8
Greece,Switzerland,8
Greece,Honduras,1
Greece,Sierra Leone,3
Greece,Kenya,7
Greece,Colombia,1
Greece,China,8
Greece,Germany,8
Greece,Uzbekistan,1
Greece,Guatemala,2
Greece,Mozambique,1
Greece,Ukraine,5
Greece,Rwanda,4
Greece,Hong Kong,8
Greece,Qatar,8
Greece,Italy,8
Greece,South Korea,8
Greece,Estonia,2
Greece,Saint Kitts and Nevis,1
Greece,Burma,2
Greece,Costa Rica,3
Greece,Saint Lucia,2
Greece,Armenia,1
Greece,Yemen,1
Greece,Senegal,3
Greece,Malaysia,7
Greece,Bosnia and Herzegovina,1
Greece,Fiji,1
Greece,Seychelles,2
Greece,Puerto Rico,2
Greece,Georgia,4
Greece,Morocco,7
Greece,Japan,8
Greece,South Sudan,1
Greece,Bulgaria,4
Greece,Burundi,1
Greece,Singapore,8
Greece,Australia,8
Greece,Austria,6
Greece,Angola,4
Greece,Netherlands Antilles,2
Greece,Latvia,3
Greece,Ecuador,2
Greece,Malta,4
Greece,Bahamas,2
Greece,Iraq,4
Greece,Egypt,7
Greece,Iran,4
Greece,India,8
Greece,Turkmenistan,1
Greece,Denmark,6
Greece,Chile,2
Greece,Guinea,1
Greece,Equatorial Guinea,3
Greece,Madagascar,1
Greece,Ghana,4
Greece,Grenada,1
Greece,Kyrgyzstan,1
Greece,Congo (Kinshasa),3
Greece,Reunion,1
Greece,Niger,3
Greece,Trinidad and Tobago,1
Greece,Albania,2
Greece,Kazakhstan,4
Greece,Serbia,4
Greece,Antigua and Barbuda,1
Greece,Mayotte,2
Greece,New Zealand,1
Greece,Oman,7
Greece,Gibraltar,1
Greece,Libya,3
Greece,Aruba,1
United Arab Emirates,Cyprus,7
United Arab Emirates,French Polynesia,4
United Arab Emirates,Swaziland,1
United Arab Emirates,Slovenia,2
United Arab Emirates,French Guiana,1
United Arab Emirates,Romania,6
United Arab Emirates,Portugal,7
United Arab Emirates,Martinique,1
United Arab Emirates,Canada,11
United Arab Emirates,Peru,3
United Arab Emirates,Isle of Man,1
United Arab Emirates,Croatia,4
United Arab Emirates,Liberia,3
United Arab Emirates,Lesotho,1
United Arab Emirates,Zambia,5
United Arab Emirates,Gabon,3
United Arab Emirates,Vanuatu,2
United Arab Emirates,Luxembourg,4
United Arab Emirates,Togo,1
United Arab Emirates,Montenegro,1
United Arab Emirates,Uruguay,2
United Arab Emirates,Benin,2
United Arab Emirates,Suriname,1
United Arab Emirates,Palau,2
United Arab Emirates,Poland,8
United Arab Emirates,Cayman Islands,1
United Arab Emirates,Guadeloupe,1
United Arab Emirates,Congo (Brazzaville),3
United Arab Emirates,Mauritius,4
United Arab Emirates,Panama,2
United Arab Emirates,Maldives,7
United Arab Emirates,Israel,4
United Arab Emirates,Nepal,5
United Arab Emirates,Mexico,6
United Arab Emirates,Afghanistan,2
United Arab Emirates,Malawi,3
United Arab Emirates,Mali,2
United Arab Emirates,Sudan,4
United Arab Emirates,Dominican Republic,3
United Arab Emirates,Virgin Islands,3
United Arab Emirates,Finland,5
United Arab Emirates,Norway,5
United Arab Emirates,Ethiopia,6
United Arab Emirates,Comoros,2
United Arab Emirates,Uganda,7
United Arab Emirates,Azerbaijan,4
United Arab Emirates,Indonesia,11
United Arab Emirates,Bangladesh,6
United Arab Emirates,Laos,2
United Arab Emirates,Bermuda,1
United Arab Emirates,Saudi Arabia,10
United Arab Emirates,Mongolia,1
United Arab Emirates,Cuba,3
United Arab Emirates,Burkina Faso,3
United Arab Emirates,Zimbabwe,6
United Arab Emirates,Kuwait,8
United Arab Emirates,Sri Lanka,7
United Arab Emirates,Macedonia,1
United Arab Emirates,Central African Republic,1
United Arab Emirates,Turks and Caicos Islands,1
United Arab Emirates,Niue,1
United Arab Emirates,Chad,2
United Arab Emirates,Cameroon,4
United Arab Emirates,Tanzania,6
United Arab Emirates,Tajikistan,1
United Arab Emirates,Somalia,1
United Arab Emirates,Lithuania,2
United Arab Emirates,Tunisia,4
United Arab Emirates,Moldova,1
United Arab Emirates,Taiwan,7
United Arab Emirates,Jamaica,4
United Arab Emirates,Norfolk Island,1
United Arab Emirates,Cambodia,2
United Arab Emirates,Barbados,2
United Arab Emirates,Hungary,6
United Arab Emirates,Philippines,10
United Arab Emirates,Turkey,10
United Arab Emirates,Russia,11
United Arab Emirates,Namibia,2
United Arab Emirates,Guam,2
United Arab Emirates,South Africa,12
United Arab Emirates,Pakistan,6
United Arab Emirates,Haiti,1
United Arab Emirates,Argentina,6
United Arab Emirates,Vietnam,10
United Arab Emirates,Botswana,1
United Arab Emirates,Czech Republic,6
United Arab Emirates,Brazil,9
United Arab Emirates,Ireland,7
United Arab Emirates,Djibouti,3
United Arab Emirates,Jersey,2
United Arab Emirates,Mauritania,2
United Arab Emirates,Thailand,13
United Arab Emirates,Switzerland,12
United Arab Emirates,Papua New Guinea,1
United Arab Emirates,Honduras,1
United Arab Emirates,Sierra Leone,3
United Arab Emirates,Kenya,9
United Arab Emirates,Colombia,1
United Arab Emirates,Germany,15
